ko,figure,gender_real
"그는 15살때 히로시마에서 피폭한 뒤 담석, 간염 등에 시달리다 2010년 7월 90세에 별세한 부친 AAA를 대신해 소송에 참가했다.",부친,1
"그녀는 자녀가 6명이나 돼 새 차가 필요하지만 ""흥분된다""면서 다락을 첫 쌍둥이 아들의 침실로 고칠 예정이라고 밝혔다.",아들,1
"기록에서 '향락적인 왕'으로 치부하였으나, 연산군은 여악을 단지 유희의 대상으로만 삼지 않았음을 짐작할 수 있다.",연산군,1
"미술비평가로서의 역할을 잠시 보류한 채, 그는 직접 작품의 내부로 들어가서 우는 소녀를 달래주는 한 남성으로서 존재하며 다음과 같이 말을 이어나간다.",남성,1
자신을 죽게 만든 이에게 카드의 비밀 숫자를 알려주는 백작 부인에 대해 게르만은 반신반의한다.,백작,1
"특히 오양선은 당악정재에서도 농경 신화적인 요소가 나타나 있으며, 왕이 농경국가에서 왕권을 강화하고 위상을 드러내는 연향이다.",왕,1
"가족 중 아버지와 여동생이 우울증 병력이 있었고, 친할머니와 외삼촌이 뇌졸중 병력을 가지고 있었다.",할머니,2
영국 윌리엄 왕세손 부부의 딸 샬럿 공주가 태어나자마자 업체들이 기념품 제작에 뛰어들었다.,딸,2
노르웨이 베스트폴주 홀메스트란에 거주하는 AAA(37·여) 씨는 최근 남편과 함께 인도 뉴델리 시내에 위치한 BBB의 불임센터를 방문했다.,AAA,2
"미술비평가로서의 역할을 잠시 보류한 채, 그는 직접 작품의 내부로 들어가서 우는 소녀를 달래주는 한 남성으로서 존재하며 다음과 같이 말을 이어나간다.",소녀,2
지난해 제69차 총회에서 역대 대통령 가운데 처음으로 일본군 위안부 문제를 언급한데 이어 2년 연속으로 이 문제를 거론하며 국제사회 이슈화에 나선 것이다.,위안부,2
"이태호 외교부 2차관은 29일 미국 뉴욕에서 열린 '유엔 안보리 여성·평화·안보 관련 공개토의'에 참석, 분쟁하 성폭력 대응 등 국제사회의 관련 논의에 적극적으로 참여하겠다는 입장을 밝혔다.",여성,2
엘리자베스 2세 여왕은 현재 남편 필립공과 함께 런던 인근 윈저성에서 머물고 있다.,엘리자베스 2세,2
AAA1 전 총장은 13일 국립현충원을 참배한 후 고향인 충청북도 음성의 부친 선영과 충주에 거주하는 모친 AAA2 여사를 찾는다.,모친,2
블루 하이웨이에서는 아내와 직업 모두를 잃은 AAA가 미국 대륙의 횡단을 자신의 미래를 위해 새롭게 목표를 세우는 기회로 이용한다.,아내,2
"루마니아 정부는 최근 전국을 떠들썩하게 했던 11세 소녀의 낙태 수술 허용 문제와 관련, 이 소녀를 영국으로 보내 수술을 받을 수 있도록 허락하기로 했다고 BBB가 27일 전했다.",소녀,2
"AAA1 네덜란드 총리는 애도 성명에서 ""AAA2는 현명한 전문가였으며 그녀는 개방성과 부드러움, 그리고 정직으로 국민의 마음을 얻었다.""고 밝혔다.",전문가,2
그녀의 공적은 무엇보다 식민지 시기부터 해방 이후까지 민족적 자부심과 고유한 민족정신을 조선 춤으로 표현하고 지켜냈다는 데에 있다.,그녀,2
타이슨과 그의 아내 라키하 스파이서는 20일 세계적 공연업체 라이브 네이션과 금융 자회사인 'SFX 파이낸셜 어드바이저리 매니지먼트 엔터프라이지즈'를 수탁자 의무 위반과 부당이득 혐의 등으로 고소했다고 밝혔다.,아내,2
"섹스와 환생, 그리고 할리우드 원로 여배우 셜리 맥클레인의 실제 이야기 등이 버무려진 이 소설은 파차우리가 자신의 실제 경험을 소설화한 작품이다.",배우,2
그러나 그는 누구도 원망하지 않고 보련 여성이 있는 백년암으로 찾아갔다.,여성,2
영국 여왕 엘리자베스 2세의 아들인 에드워드 왕자는 그동안 사귀어 오던 여자 친구인 소피 라이스-죤스양과 결혼하지 않을 것이라고 데일리 미러지가 27일 보도했다.,여자,2
리아 뭉크는 AAA1의 최대 후원자였던 AAA2의 조카로 그녀의 어머니이자 AAA2와 자매 사이인 AAA3이 초상화 제작을 의뢰했다.,AAA3,2
중국 측 실무 참여자인 AAA1과 그의 부인인 AAA2가 공동 필명으로 사용 한 '연정'의 회고록과 연구가 있다.,AAA2,2
북한전이 펼쳐지는 날 생일을 맞은 여자 축구 국가대표팀 공격수 AAA이 특별한 선물을 받았다.,여자,2
"파라과이 공공사업통신부는 통상적인 '난개발' 방식으로 도시를 조성하려 했으나 NGO 출신의 30대 여성인 주택청 장관이 ""이제는 좀 제대로 하자""며 강력하게 제동을 걸어 정책이 변경됐다고 한다.",여성,2
그녀는 이중언어 강사로서 활동을 지속하면서 해외 봉사활동에도 참여하고 있었다.,그녀,2
이와함께 국회의장인 발레카 음베테는 요하네스버그에서 별도 기자회견을 갖고 여전히 낮은 수준에 머물고 있는 여성 고용 상태를 개선하기 위한 입장을 밝힐 예정이다.,여성,2
우리나라 1세대 여성 조각가인 AAA는 1935년 원산에서 태어나 BBB1대와 프랑스 BBB2 학교에서 공부한 후 BBB3대 교수를 지내다 1983년 아르헨티나에 이민했다.,교수,2
"친구와 함께 전시회를 찾은 홍콩 여성 AAA는 ""아트 바젤 홍콩은 처음 왔는데 직접 전시를 본다는 것 자체가 정말 좋은 것 같다""고 말했다.",여성,2
"AAA1과 결혼할 예정이던 여자 친구 AAA2와 그의 13세 딸, 20대 조카 2명은 성당 측이 내준 침실 4곳이 있는 오두막에서 3일 이후 보름 이상을 살았다.",여자 친구,2
"아내는 남편의 의중을 파악하여도 결코 이야기하지 않을 것이며, 한편으론 알 수 없다 한다.",아내,2
"보스니아 법원이 1990년대 보스니아 내전 당시 세르비아계 민간인 등을 고문한 혐의를 받고 있는 한 여성에 대해 유죄로 판단, 14년형을 선고했다고 27일 영국 BBB 방송이 보도했다.",여성,2
"자녀를 갖고자 할 경우, 결국 난자나 정자 기증 등을 통한 대리모 외에는 방법이 전무하기 때문이다.",대리모,2
"그녀는 자신의 이런 면모가 ""여성스럽지 않다고"" 여겨질 수 있겠지만 이제 자신은 ""스스로의 생각을 표현하는 습관이 생겼다고"" 당당히 이야기한다.",여성,2
어머니는 월경으로 인해 이전과는 다르게 조금 더 단호하고 예민하신 모습을 보이셨다.,어머니,2
"음악적인 가정에서 태어난""웨버""는 어렸을때부터 작곡에 남다른 재능을 보여 8세때부터 뮤지컬을 작곡하기 시작했다．그의 아버지 ""윌리엄""은 유명한 오르가니스트이자 피아니스트로 18년동안 ""런던""음악대학 학장으로 재직한 이나라지도적인 음악가였고 어머니 또한 재능있는 피아니스트였다.",어머니,2
잘 어울리려면 남학생과 여학생을 구분해야 하나요?,여학생,2
본 증례의 환자는 79세 여성으로 상악의 소수 잔존 치아를 발치한 후 상·하악 총의치를 제작하고 싶다는 주소로 내원하였다.,여성,2
딸들이 많으니 예쁜 녀석 하나 권번으로 보내 돈 좀 벌어 보자고 아버지를 졸라 댔던 것이다.,녀석,2
"그녀가 수집한 미술품에는 잭슨 폴록, 로버트 머더웰, 마크 로스코, 한스 호프만 등의 작품들이 있다.",그녀,2
"공격자가 실제 데이터의 정확한 RAM 어드레스를 알지 못하는 한, 그/그녀는 데이터가 언제 액세스되는지 알 수 없다.",그녀,2
"우선 ""교사와 지역사회 간 긴밀한 협력으로 여학생 교육에 지속해서 투자해야 한다""고 조언했다.",여학생,2
"에든버러 북쪽 파이프의 이든 하구에서 영감을 얻 은 ""텐츠뮤어(Tentsmuir)""라는 작품에서) 그녀는 스코틀랜드뿐만 아니 라 저 멀리 아이슬란드에서 발생하는 하르에 대해서도 언급하고 있 다.",그녀,2
"어머니는 병우에게 의사를 물어보기는 하나, 매우 형식적이며, 끝내 자녀를 자신이 원하는 방식대로 판단하고 활동을 이끌고 있었다.",어머니,2
스페인의 30대 여성이 자신의 세포를 이용해 배양된 장기를 면역거부반응 없이 이식받는 데 성공해 의학계가 손상된 장기를 개인 맞춤 이식술로 대체하는 외과 수술법의 새로운 전기를 열었다며 흥분하고 있다.,여성,2
엄마의 사랑이 화를 참고 아이를 인격체로 대우하며 좋게 이야기하는 태도와 대화 속에서 아이에게 체험된다는 것을 깨닫고 스스로 다스리며 새로운 대화법을 실천해 보고자 하였다.,엄마,2
영국의 명문 BBB1 대학 출신의 한 여성 과학도가 연구실용 흰 가운을 벗어던지고 배꼽춤을 추는 `벨리 댄서'로 제2의 인생을 찾았다고 영국 일간 BBB2 인터넷판이 18일 보도했다.,여성,2
"증례 2에서 69세 여자가 아들로부터 사람 백혈구 항원 반일치 동종 조혈모 세포이식을 받은 후, 4주째부터 복통과 설사 및 혈변이 발생하였다.",여자,2
프랑수아 올랑드 프랑스 대통령의 영부인 발레리 트리에르바일레가 한때 우파 유력 정치인 파트릭 드브쟝과 올랑드 대통령을 동시에 깊게 사귄 것으로 드러났다.,부인,2
"섹스와 환생, 그리고 할리우드 원로 여배우 셜리 맥클레인의 실제 이야기 등이 버무려진 이 소설은 파차우리가 자신의 실제 경험을 소설화한 작품이다.",셜리 맥클레인,2
이 소녀는 복통 때문에 지난달 21일 어머니와 함께 수도 아순시온에 있는 소아과 병원을 찾았다가 임신 사실을 알게 됐다.,어머니,2
텐트 벽에는 말 그대로 그녀와 잠자리를 같이 했던 사람들의 이름이 적혀있다.,그녀,2
"사사기 13장에 따르면, 삭도금지 규정이 포함된 여호와의 사자의 메시지가 마노아의 아내에게 전달되고, 이는 마노아의 아내에 의해 남편인 마노아에게 전달되고, 마지막으로 여호와의 사자가 다시 나타나서 마노아에게 메시지를 전달하게 된다.",아내,2
"일본신문들은 부인과 보좌관까지 대동한 국회의원들이""유럽""을 방문할 때쯤이면""유럽""국회의원들도 이미 여름휴가를 맞아 사무실을 떠난 후가 될 것이라고 주장하면서 일본의원들은 고작 방문국주재 일본대사관을 잠시 들른후 해변가나 박물관,또는 극장이나 다니는 것이 시찰의 전부라고 주장했다.",부인,2
남편에게 버림받은 후 여자는 가장 약하고 낮은 위치에 있는 존재가 곧 처라 불리는 존재라는 것을 깨닫는다.,여자,2
그러자 라반은 자기의 딸 라헬을 그에게 아내로 주었다.,라헬,2
"곧 남은진이 처음 남역 배우가 된 계기, 훈련의 과정, 여성에서 남성 인물로 분장을 하는 과정과 춘향전의 일부 장면 재연을 보여주었다.",배우,2
"AAA1은 올해 초 BBB1와의 인터뷰에서 ""흑인을 AAA2 같은 BBB2의 백인 수석 여자 무용수와 한 무대에 세우다니 그 대담함을 상상이나 할 수 있느냐""고 회고했다.",여자,2
"경찰 관계자는 ""유전자 감식 결과 AAA의 시신이 분명하며 남편 역시 결혼 반지 등을 통해 신원을 확인했다""고 말했다.",시신,2
金할머니는 그래서 장군과 어머니의 얼굴은 전혀 기억하지 못하지만 독립군가만은 지금도 생생하게 기억하고 있다고 말한다.,할머니,2
"누나로서, 그녀는 피아노 연주와 성악에 뛰어난 실력을 가지고 있었다.",그녀,2
발달장애인의 주 돌봄자인 어머니는 배우자와 비장애인 자녀와 생활하는 사람이어야 한다.,어머니,2
역설적이게도 양적으로 많이 기술된 그 도망문에서는 심노숭이 어떠한 기저에서 그토록 아내를 형상화하고 구현해내려 했는가의 의문을 제공하기도 한다.,아내,2
"감사합니다, 부인, 저희가 하는 모든 일은 아이들을 위한 것입니다.",부인,2
"30년 전 실험실에서 화학 실험을 하던 중 폭발 사고로 양손을 잃게 됐다는 그녀는 마취에서 깨어 자신의 새로운 손을 처음으로 보고 ""아름답다""는 생각이 들었다고 말했다.",그녀,2
어머니에게 고착된 왕자가 꿈속에서 만난 백조를 잊지 못하는 설정은 의미가 있다.,어머니,2
"그녀가 ""리더가 아니더라도 더 훌륭하게""라는 생각의 전환을 할 수 있었던 동기는 팀과 함께 했던 협동화 “칵테일 파티""에서였다.",그녀,2
잠시 후 아이는 없어지고 청년 진수가 엄마를 부르며 나타나 봉산댁을 그리워하는 무용적인 마임을 한다.,엄마,2
"AAA가 가해자인 양부와 성적 관계를 가진 사실을 모친에게 상담했을 것을 요구하는 것 또한 사실상 곤란하므로 AAA 측에 이를 기대할 수 있었다고 보기 어렵다""고 보아 시효의 진행을 인정하지 않았다.",AAA,2
"증례로 특이 병력 없던 27세 여자가 어머니에게 수면제를 먹고 죽겠다고 전화한 후 연락이 두절되었고, 약 1시간 후 길거리에 쓰러져 있는 상태로 발견되어 응급실에 왔다.",여자,2
"1714년 호에서, 그녀는 주어진 높이 H의 원뿔 안에 있는 원형 실린더와 관련된 문제를 제기한다.",그녀,2
AAA1의 어머니인 배우 AAA2는 57세 때인 2007년 난소암으로 사망했으며 이모 AAA3도 유방암과 싸우다 61세 나이로 최근 숨졌다.,AAA3,2
대만의 명문대인 '국립 대만대학' 출신 여가수 리미가 옷을 벗기 시작하자 여자 경찰들이 미리 준비한 천으로 리미의 몸을 가렸으나 그는 공연을 계속했다.,여가수,2
그럼에도 그녀는 ‘탄자니아인’이라는 강한 의식을 갖고 있다.,그녀,2
덴동어미는 하층민으로 몰락하고 남편을 네 번이나 잃고 아이까지 장애를 입었다.,덴동어미,2
동무가 살던 시골로 간 주인공은 그의 어머니에게 믿음직스러운 아들의 자리를 채워주려는 여러 일을 돕기 시작한다.,어머니,2
"그녀는 오히려 공감, 감정 지향적 윤리의 더 넓은 틀 내에서 해석했다.",그녀,2
박 박사는 특히 남편에게서 증세가 나타나기 시작한 하와이 오아후섬에서 이 남성의 행적을 추적 중이라고 덧붙였다.,박사,2
"이 장면은 콩브레의 도입부에 속하는 '잠자리의 드라마'의 결말로, 유년기 주인공의 어머니가 아이의 불안을 달래기 위해 그의 방에서 하룻밤을 보내며 책을 낭독하는 장면이다.",어머니,2
리아 뭉크는 AAA1의 최대 후원자였던 AAA2의 조카로 그녀의 어머니이자 AAA2와 자매 사이인 AAA3이 초상화 제작을 의뢰했다.,그녀,2
의사는 딸의 외음부에서 세 군데가량 절개된 흔적을 발견했다.,딸,2
이 작품은 미각을 잃은 중국 공주를 위해 전 세계 요리사들이 모여 경연을 펼친다는 줄거리로 중국 전통 요리를 화려한 율동과 현대적인 음악으로 표현하는 뮤지컬 퍼포먼스이다.,공주,2
"그는 동네의 혼자 사는 할머니를 돌보는데, 그녀의 아들은 사고로 물에 빠져 익사하였다.",그녀,2
AAA1은 3살의 손녀 AAA2가 뇌전증으로 고통을 겪는 것을 보면서 의료용 마리화나의 엄청난 가능성에 눈을 뜨게 된 것이 기부의 결정적인 요인이라고 소개했다.,AAA2,2
"청원경찰관들은 해당 남성이 3명의 여성과 함께 마스크를 착용하지 않은 채 해변에 있었으며, 단속에 나서자 욕설을 퍼붓고 강하게 저항해 테이저건을 쏠 수밖에 없었다고 말했다.",여성,2
"AAA1 네덜란드 총리는 애도 성명에서 ""AAA2는 현명한 전문가였으며 그녀는 개방성과 부드러움, 그리고 정직으로 국민의 마음을 얻었다.""고 밝혔다.",그녀,2
이 여성 간호사의 신원은 구체적으로 확인되지 않았으며 지난 8일 사망한 미국 내 첫 에볼라 환자 AAA의 혈액을 관리한 것으로만 알려졌다.,여성,2
그는 앞에는 팔대부고 뒤에는 사대부라며 양반임을 주장하고 그 많던 재산을 서울애기라는 기생에게 빠져 탕진했노라고 하소연 한다.,기생,2
"특히, 같은 기간 한국만 보면 남성과 여성의 경제활동 참가율 격차가 20.7%p로 큰 차이가 있다.",여성,2
"사람이 늘 고기만 먹고 살 수 없듯이, 그는 품위 있게 빛나는 폰 차스터를 두고 자신의 옛 부하였던 헤프링의 아내를 탐한다.",아내,2
"내가 2011년 그녀를 만나기 며칠 전에, 뉴욕 및 북동부 지역의 몇몇 곳에서는 변덕스러운 10월 눈폭풍이 몰아닥쳤다.",그녀,2
"이 연구를 주관한 BBB대학교 로열할로웨이의 AAA 교수는 ""위기가 닥쳤을 때, 예를 들어 몸이 아플 때 여성들은 어머니나 할머니의 충고를 따른다""라고 전제하고 ""이것이 그들에게 중요하지만 과학을 무시할 수도 있다""라고 우려했다.",할머니,2
"중국 내에서 32세의 한 여성은 남는 모유를 하루에 300위안씩 받고 팔겠다고 인터넷에 광고를 게재, 논란을 빚었다.",여성,2
러시아 공무원인 AAA는 2010년 11월 한국의 산부인과 시스템이 좋다는 지인의 추천을 받고 일부러 한국까지 찾아와 첫째 딸을 출산했다.,딸,2
>어머님의 꿈을 위해서.,어머님,2
유아는 나와 타자 간 경계를 만들기 위해 타자를 자신으로부터 분리시키기 시작하는데 이때 제일 먼저 추방하는 것은 자신의 기원인 어머니의 몸이다.,어머니,2
자신도 공부를 하고 싶었지만 남편의 조언에 따라 자신이 아닌 다른 사람들의 교육에 그녀의 역량을 사용하였다.,자신,2
AAA는 중국 관객들로부터 공연이 끝난 후 세 차례나 커튼콜을 받았고 그녀는 자신을 원하는 팬들에게 세 번씩이나 앙코르 곡을 선사하며 박수 갈채에 화답했다.,그녀,2
"진정고 여신을 믿는 마을 사람들은 그를 '내랑'(유모), 높여서 '부인', 친근하게 '고모 할머니(태고파)', '할머니신(파신)'이라 부른다.",할머니신,2
여자도 생활비를 벌기 위해 이웃 노인의 집안 일을 하러 갔다가 성추행을 당한다.,여자,2
이 여학생의 양심은 자기 집단을 배신하지 않는 가운데 지켜진다.,자기,2
AAA 1은 성불구자라는 사실 때문에 세 번의 이혼을 경험했고 현재 네 번째 아내 AAA 2에게도 이혼 요구를 받는다.,아내,2
아들의 욕망은 억압당하고 어머니를 대체할 수 있는 만족의 대상을 찾는 것으로 이어진다.,어머니,2
"여기에 주변인들의 신고로 북한으로 강제송환 되거나 가출, 사망 등으로 어머니와 자주 분리되거나 단절을 경험하게 된다.",어머니,2
"한편, 관련 증거에 의하면 AAA 1은 AAA 2의 노모이고 위 다세대주택 202호에 대해서는 이미 그명의로 소유권 이전 등기가 마쳐져 있다.",노모,2
"AAA1 여사는 커다란 꽃 문양이 새겨진 하늘하늘한 소재의 원피스를 입고 여성미를 과시한 반면, AAA2 여사는 청바지에 흰색 티셔츠의 캐주얼한 차림으로 행사장에 나타났다.",여사,2
>당연하지 때 진숙이 누나가 오빠 저 기억하세요 이러니까 형이 실눈 뜨면서.,저,2
"그녀는 1946년 코미디 작품 '로코'로 브로드웨이 무대에 데뷔한 후 영화와 뮤지컬, TV드라마 등에서 60여년간 활약하며 3차례 에미상을 받았으며 토니상 후보에도 5차례나 올랐다.",그녀,2
"그녀는 음악과에서 가르치는 동시에, 프라이홀의 사감으로서 60명의 소녀들을 엄마처럼 돌보고 있다.",엄마,2
어머닐 메이에르송은 현대 과학의 역사를 그가 인간 이성의 기본적인 범주라고 여기는 것의 점진적인 이행으로써 기술하려고 하였다.,어머니,2
"그는 ""나는 여기 있고, 아내는 캘리포니아의 격리시설에 있을 것""이라면서 정부가 신속히 행동을 취하지 않은 데 대해 불만을 터뜨렸다.",아내,2
"후쿠다 총리와 부인 기요코 여사는 이날 3박4일간의 방중 마지막 일정으로 유네스코가 세계유산으로 지정한 공자묘에 도착, 공자 동상 앞에서 절을 했다.",부인,2
"시부가 심한 문초를 자행했던 배경에는 정식 혼례를 올리지 않은 AAA를 며느리로 인정하지 않았다는 점, 즉 AAA가 '근본을 알 수 없는' 여자라는 점이 놓여 있다.",며느리,2
그와 그의 누나가 평생 우려했던 일은 전혀 일어나지 않았다.,누나,2
캐릭터를 완벽하게 이해하고 이를 관객들과 교감을 통해 이해시키는 발레리나가 되고 싶다는 자신의 목표를 첫 무대부터 이룬 듯했다.,발레리나,2
>만약에 누나가 소개팅을 해준다 하면 만나볼 의향이 있을까?,누나,2
가장 눈길을 끄는 것은 머리와 어깨에 무거운 짐보따리를 진 어머니가 굶주림에 지쳐 흙바닥에 쓰러진 어린 딸을 일으켜 세우는 사진이다.,어머니,2
"Tiffany는 자신의 디자인 작품에서 높은 상상력과 독창성을 보여줬다""면서 ""작품에서 그녀의 창의성이 지닌 다양성과 범위가 빛을 발했다. 그런 그녀에게 장학금을 지급하게 되어 기쁘다""고 말했다.",자신,2
장애가 심한 아들에게 헤로인을 투약해 숨지게 한 모친의 행위를 놓고 영국 내에서 논란이 일고 있다.,모친,2
"제1차 세계 대전 시기의 독일 여성 노동자를 연구한 역사가 AAA에 따르면, 총력전이나 급진적인 변화가 발생할 때 아직 정치적으로 발달하지 않은 일상의 생각 및 행동과 ""진정한"" 정치 사이에 존재하던 경계가 불분명해진다.",여성,2
"엄마 너무 입을, 입을.",엄마,2
"아내 AAA는 본인이 14남매 중 한 명으로 자라 대가족 생활에 익숙하다면서 ""아이가 셋이거나 열넷이거나 엄마 노릇은 크게 달라질 것이 없다.",아내,2
제주 해녀에 대해 가장 강조하고 싶은 부분은 한국 여성으로서 사회에 기여하는 방식이다.,여성,2
그녀의 경영진도 그녀의 결정에 동의했습니다.,그녀,2
라반은 자기의 여종 질파를 딸 레아에게 몸종으로 주었다.,딸,2
수술이 끝난 뒤 아기의 어머니인 AAA는 수술 결과에 매우 만족한다며 아기에게 빨리 젖을 물리고 싶다고 말했다.,어머니,2
"코빈 대표는 ""여성, 소수민족, 다른 종교들에 대한 끊임없는 공격적 발언들은 차치하고 도널드 트럼프에 대한 최대 실망은 유엔이나 유네스코 같은 국제기구들을 지지하지 않은 것""이라고 지목했다.",여성,2
"이름은 양소유인데 과거에 급제하고 절도사로 임명되고, 부마로 간택되고, 전쟁에 나아가는 등 삶의 과정에서 8명의 여인을 만나게 되고, 그 뒤 양소유는 2처 6첩을 거느리고 부귀공명을 누리며 살아간다.",여인,2
리칭이라는 여성 부호가 어제 자기 집 욕조에서 손목을 그어 자살했다는 내용이었다.,리칭,2
여사는 인민해방군 가무단 단원 120명을 이끌고 다음 달 8일에서 20일까지 일본 도쿄와 삿포로에서 진행되는 중국 창작가극 공연에 나선다고 중국 베이징 이브닝 뉴스가 보도했다.,여사,2
"이날 오전 부인과 함께 에디슨 박물관을 찾은 버시바우 대사는 축음기와 전구 등 전시물을 살펴본 뒤 ""시간이 짧아 아쉽다.",부인,2
"이는 그가 동시대 남성 작가들과 다른 경험에 노출된, 다른 자의식을 지닌 '여성 작가'였다는 것을 의미한다.",여성,2
22일(현지 시간) 시카고 언론에 따르면 난소암으로 투병 중인 AAA는 지난 19일 시카고에 있는 BBB 대학 병원에서 제왕 절개 수술을 통해 체중 4.7 kg의 건강한 첫딸을 출산했다.,딸,2
사이즈가 크고 각이 진 자켓이 그녀를 강하고 남성적으로 보이게 한다.,그녀,2
63년 케네디대통령이 암살당할 때까지 10년간 이어졌던 재클린여사의 결혼생활은 화려한 외형과는 달리 행복했던 것 같지는 않다.,여사,2
또 케네디대통령이 암살된 지 5년만에 그리스의 선박왕이었던 억만장자 아리스토틀 오나시스와 전격 재혼한데 경악한 미국민들은 정서적으로 아직까지 그녀를 용서하지 않고 있다.,그녀,2
"이후 아테나 여신에 의해 아테네 땅, 아테나 여신의 신전에서 양육되었으며, 이후 아테네의 왕이 되고 나서는 자신을 길러준 어머니인 아테나를 위해 제전과 마차경주를 개최했다고 한다.",어머니,2
"작년 베를린에서 여성 전문 갤러리에서의 소녀상 전시회 당시 일본이 반대 공문을 보냈다가 공문이 공개돼 혼쭐났기 때문에 이번엔 초반에 강하게 나오지 않을 수 있다고 봤는데, 외무상까지 나서니 머리가 복잡하다.",여성,2
부인 AAA 1과 측근 AAA 2 방위상에게 쏠렸던 의혹의 화살이 AAA 3 총리 자신을 향하게 된 것이다.,부인,2
"프리츠커 주지사는 앞서 지난달 29일 한 지역 매체로부터 ""부인과 가족이 자택대피령 와중 플로리다에 간 것이 사실인가"" 라는 질문을 받고 ""공직자로서의 업무는 내 가족과 아무 상관이 없다""며 ""답하지 않겠다""고 응대했다.",부인,2
AAA는 사망 4개월만에 최초의 공화국 영웅 칭호를 받은 여성임에도 그녀에 대한 기록은 매우 간략하다.,여성,2
"이 박물관에는 ""차이코프스키""가 그의 서재겸 침실에서 유명한 교향곡 제6번과 제3피아노협주곡 ""흐두까기인형""잠자는 숲속의 미녀"" 등 무용조 곡을 작곡했을 때 있었던 물건들이 모두 보존되어 있다.",미녀,2
게다가 그녀에게는 고양이가 있었다.,그녀,2
모찌가 전 아내와의 사이에서 낳은 2살배기 아들이 들러리를 섰다.,아내,2
박물관 기록보관소에서 발견된 코페라 전 관장의 서한은 35세 가량의 빈 출신 여성인 바흐테르 총독 부인에 의해 박물관이 회복불능의 엄청난 손실을 입었으며 그가 가져간 미술품 중에는 브뤼헐의 작품이 포함됐다고 언급하고 있다.,부인,2
그녀는 한국 정부에서 자신과 같은 결혼이주민을 위하여 취업 전 교육뿐만 아니라 취업 후 재교육도 필요함을 강조하였다.,자신,2
>어머니 새끼 맞아요?,어머니,2
한 여성 작가가 그녀에게 다가와 가족들과 함께 청량산을 탐방하며 자신의 여정과 감상을 기록했다.,그녀,2
그녀는 수행할 기계에 대해 자카드직기가 꽃과 나뭇잎을 수놓듯 대수적 패턴들을 수놓는다라고 낭만적으로 표현했다.,그녀,2
"그리고 합격, 진학, 졸업 후 언니와 함께 독일로 이주하였다.",언니,2
AAA는 초등학교 때부터 어머니의 권유로 멀리 있는 유명한 학원에 다니면서 선행학습을 하였다.,어머니,2
은퇴 기념 공연에 나선 자오훙보는 대만 인기 여가수 황샤오후와 대중가요 `달빛이 내 마음을 말해주네'를 부르며 아내 션쉐에게 사랑의 마음을 전해 분위기를 한껏 달궜다.,여가수,2
예 씨가 인터넷 구매를 하지 못하게 되면 아내가 더 많은 돈을 쓸 수 있다.,아내,2
공연에 앞선 접견 자리에서는 시진핑 주석이 맨 중앙에 앉고 양옆에 리수용 부위원장과 시 주석의 부인 펑리위안 여사가 앉았다.,펑리위안,2
그녀는 침팬지의 행동을 변화시키는 결과를 야기한 행동을 실수라고 말했다.,그녀,2
딸의 죽음이 반도체 공장과 관련이 있다고 확신한 AAA1의 아버지 AAA2가 딸의 영정을 안고 거리로 나서 이를 호소하면서 BBB 노동자들의 죽음의 진상을 밝히고 산재 인정을 받기 위한 기나긴 싸움은 시작되었다.,딸,2
"1940년대말까지 ""뉴욕""메트로폴리탄·오페라·하우스""와 ""런던""의 ""코벤트·가든""에서주역 무용수로 활약했던 ""알론소""여사는 60세가훨씬 넘고 반 장님에 가까운 오늘날에도 50년전발레계에 첫 데뷔했을때 못지않은 정열과 신선감을 유지하고 있다.",여사,2
"그녀를 민족정체성 차원에서 ‘탄자니아인’으로 부를 수 있게끔 하는 것은, 흔히 우리가 내셔널 정체성과 관련하여 상정하듯이, 그 어떤 종족적, 언어적, 문화적 뿌리와 연관된 것이 아니다.",그녀,2
"이 드레스는 엘리자베스 2세가 1947년 필립공과 결혼할 때 입었던 것으로, 여왕 전속 의상 관리인인 앤절라 켈리와 엘리자베스 2세가 좋아하는 디자이너인 스튜어트 파빈이 수선했다.",여왕,2
"나는 여성 참가자들이 이것이 일회성 게임이라고 분명히 들었는데도 불구하고, 이 여성들은 마음속에서 반복성 게임을 하고 있었다고 생각한다.",여성,2
>저렇게 할머니도 모시고 해드리고.,할머니,2
권번에서 공연한 순익금을 모아 구제회에 기부하는 등의 행동을 통해 기생에 대한 부정적인 이미지를 개선하고자 노력하였다.,기생,2
마나가 아버지를 살해한 이를 무기로 내려치려는 찰나 그의 어머니가 그를 막아서며 만류하고 마나는 그를 용서하며 살려 보내준다.,어머니,2
박물관은 관객들이 인류학자이기도 한 던햄 여사의 수집품 속에서 인생에 대한 그녀만의 깊은 통찰을 느낄 수 있을 것으로 기대하고 있다.,여사,2
이에 격분한 의사는 다른 소녀들을 밀쳐내고 흑인 소녀에게 달려가 목을 조르고 폭행한 것으로 확인됐다고 경찰은 밝혔다.,소녀,2
"2010년 '조선민주주의인민공화국 녀성권리보장법'의 제5장의 제42조는 가정에서 여성의 재산권을 보장하며, ""수입에 관계없이 남편과 평등하게 가정 재산을 점유, 이용, 처분할 수"" 있고, ""자기의 개별 재산권을 주장할 수 있다""고 밝혔다.",자기,2
그녀는 길러준 할미의 양식을 대기 위해 팔도꾼의 재취로 간다.,할미,2
