ko,figure,gender_real
그 과정에서 천황의 승계가 황자인가 형제인가를 설명하는 방식과 그 시대적 논리가 어떻게 설명되어져 가는지를 구체적으로 살펴볼 필요가 있을 것이다.,황자,1
뭐 형의 땀이니까.,형,1
"오빠가 보고 있었는데 사람들이 그냥 일어나서 뛰어다녀요."" - 타라/뉴욕 거주.",오빠,1
"이 영화는 당시 도쿄에 거주하고 있던 '이왕 전하', 즉 영친왕 이은의 요청으로 이왕직아악부의 악사와 무동, 여관 등 80여 명이 동원되어 제작되었던 것으로 알려져 있다.",이왕,1
그는 신진 수학자들을 그의 양아들로 부르며 늘 격려를 해주었다고 한다.,아들,1
그의 아내 맹강이 겨울옷을 마련해 가지고 남편을 찾아갔는데 남편은 이미 죽어 시체도 찾을 수가 없었다.,남편,1
왕의 남자가 햄릿을 모티프로 했다는 것은 잘 알려진 사실이다.,남자,1
아저씨는 장차 어떤 문제의 답을 얻을 수 있을지 생각해 봐야 한다.,아저씨,1
"이는 칼뱅이 말한 것과 같이, 하나님이 인간에게 하나님이 창조하신 창조 세계를 유지해야 할 특별한 책임을 부여하셨기 때문이다.",하나님,1
"남성 중심의 캠핑 문화를 지양하고, 가족 캠핑에서 성 역할을 규정하는 것에 비판적 시각을 가지고 있다.",남성,1
아저씨와 이번에 협력이 진행할 수 없어 아쉬운 마음이 큽니다.,아저씨,1
아저씨께 부탁드리고 싶은 것이 있어 메일 보냅니다.,아저씨,1
">저희 어머니, 아버님이 어제 방송 보더니 오빠 얼굴 안 좋으시다고 요새.",오빠,1
"새로운 마루가 그것을 대체하는 것으로 보이지만, 그것은 아저씨가 보고있던 마루를 뒤따라 온 것이다.",아저씨,1
아이를 넷이나 두고 있는 용접공 출신의 AAA는 독일 부부로부터 신장을 팔라는 제안을 받았다면서 이 부부는 다섯 살 된 아들에게 이식할 신장을 2만 파운드(약 3천 700만 원)에 구입하기를 희망했다고 전했다.,아들,1
아저씨의 목표는 문제를 끈질기게 물고 늘어질 수 있도록 훈련하는 것이어야 한다.,아저씨,1
공감의 수행자가 남성이 몸소 겪은 체험을 공감되는 대상의 경험으로서 이해하는 절차가 반드시 필요하다.,남성,1
"젊은 남성 연출이 본인보다 젊은 단원들에게 심부름을 시키고, 배우들을 뺑이 돌린다는 말을 하기도 한다.",연출,1
혹시 연락처를 보실 수 없으시다면 형이 다시 보내드리겠습니다.,형,1
막내 아들이 아직 대학생이고 남편이 실직 상태여서 자신이 돈을 벌지 않으면 생계가 막막한 상황이었다.,남편,1
이미 형이 담당하는 모든 거래처에 관한 정보를 전달했습니다.,형,1
"아저씨는 결과를 금방 이해할 것인데, 아저씨의 가족들이 책을 더 많이 읽어야 한다는 의미이다.",아저씨,1
이게 요즘에 이제 워낙 또 이제 경기도 좀 힘들고 또 경제도 어렵고 취업률도 어렵고 삶이 굉장히 팍팍한 편인데 이 베트남 쌀국숫집은 아이를 키우는 아빠 가장 그리고 또 직장을 다니시다가 자영업으로 돌아서서 지금 해 보려고 했는데 나름대로 준비를 했는데도 불구하고 지금 어려움을 겪는 그런 또 공감대가 이루어지는 그런 집이고요.,아빠,1
"독실한 기독교 신자인 그녀는 ""궁극적으로는 하나님의 영광을 위해 연주하는 천상의 피아니스트가 되고 싶은 것이 최고의 바람""이라고 덧붙였다.",하나님,1
아직 형이 한국에서 아파트를 살만한 여유가 없다고 생각합니다.,형,1
아저씨의 의도를 명시한 편지를 준비하고 증빙 서류를 포함할 수 있습니까?,아저씨,1
중국 요임금은 궁궐 다리 위에 나무를 세워 놓고 백성들에게 왕이나 정치에 대하여 그릇됨을 지적하는 말을 쓰게 하여 스스로 반성하였다는 고사가 있다.,왕,1
아저씨는 이 예시의 방법을 시도해보면 쉽게 분해를 찾을 수 있다.,아저씨,1
또한 오빠가 주문했던 하드 드라이브를 더 업그레이드된 모델로 교환할 수 있을까요?,오빠,1
그와 그의 누나가 평생 우려했던 일은 전혀 일어나지 않았다.,그,1
"선조(1569년)가 경연에서 ""전등신화""에 대해 언급한 바 있으며, 효종이 봉림대군 시절, 스승 심광수(1598～1662)에게 ""전등신화""의 구절에 대해 묻는 내용이 있다.",봉림대군,1
계약 상으론 아저씨께서 상품을 받고 바로 상품의 대금을 지불해야 합니다.,아저씨,1
"아저씨가 좌표 성분이 256비트 수인 곡선을 사용하는 경우 r과 s는 둘 다 256비트 수이며, 따라서 하나의 서명은 512비트이다.",아저씨,1
아저씨의 사무실 근처에 있는 숙소를 찾아주실 수 있을까요?,아저씨,1
저도 실장님이 1년 전에 오빠가 귀사를 방문했을 때 너무 잘해주셔서 보답하려고 했는데 죄송하게 됬습니다.,오빠,1
아저씨의 제품은 몇 가지의 디자인을 제공하시나요?,아저씨,1
형이 도울 일이 있으면 말씀해주세요.,형,1
"미술비평가로서의 역할을 잠시 보류한 채, 그는 직접 작품의 내부로 들어가서 우는 소녀를 달래주는 한 남성으로서 존재하며 다음과 같이 말을 이어나간다.",남성,1
"프리츠커 주지사는 앞서 지난달 29일 한 지역 매체로부터 ""부인과 가족이 자택대피령 와중 플로리다에 간 것이 사실인가"" 라는 질문을 받고 ""공직자로서의 업무는 내 가족과 아무 상관이 없다""며 ""답하지 않겠다""고 응대했다.",공직자,1
"AAA는 2016년 6월, 경기도 수원에서 분교장으로 3학년 때 정선이(당시 1학년)와 누나(당시 6학년) 같이 전학 왔다.",AAA,1
"아저씨의 도움에 미리 감사드리는 바이며, 꼭 귀사의 마이크를 구매하고 싶습니다.",아저씨,1
>형이.,형,1
"레이건 미대통령의 취임식을앞두고 퍼스트레이디 낸시 여사는 이때 입을 옷의 디자인을 맡을 의상실을 선정했는데,장신구나무도복의 디자인은 깊은 비밀속에 묻혀 있다.",미대통령,1
"""아저씨는 자신을 더 잘 소개했기 때문에 다른 것은 필요치 않군요.""라고 말했다.",자신,1
오빠가 제과제빵 가공품을 만드는 것을 어떻게 아셨나요?,오빠,1
"이날 오전 부인과 함께 에디슨 박물관을 찾은 버시바우 대사는 축음기와 전구 등 전시물을 살펴본 뒤 ""시간이 짧아 아쉽다.",버시바우,1
1644년 순치제는 즉위 직후 인조에게 유지를 내려 조선에 거주하는 와르카를 청으로 송환하게 했던 부친 홍타이지의 지시를 영구히 중지하라고 명했다.,홍타이지,1
"그러면서 ""아저씨는 어떻게 이(탄소 배출)를 경감할 수 있는지 우리에게 설명하거나 또는 미래 세대와 이미 기후 비상사태에 영향을 받는 사람들에게 왜 우리가 기후 약속을 버려야 하는지 설명해야 할 것""이라고 덧붙였다.",아저씨,1
아저씨와 당사의 협력은 아저씨가 당사의 테스트를 위해 아저씨의 차량을 대여한다는 것을 의미합니다.,아저씨,1
"아, 오빠가 좋은 생각이 났어요.",오빠,1
그래서 형의 후임을 소개하고자 합니다.,형,1
金할머니는 그래서 장군과 아버지의 얼굴은 전혀 기억하지 못하지만 독립군가만은 지금도 생생하게 기억하고 있다고 말한다.,아버지,1
나가 위의 붓다 도상은 붓다가 똬리를 튼 뱀의 몸통 위에 앉은 채로 머리 뒤로는 뱀의 머리 7개를 광배처럼 갖고 있는 모습을 지칭한다.,붓다,1
그의 이런 노력은 그의 사후 두 아들을 통해 지금까지 계속되고 있다.,아들,1
이를 통해 사나이로서 의리와 약속을 지키려는 정영의 결심과 평범한 부모로서 아이를 지키려는 아내의 마음 사이에 생겨난 양립불가의 딜레마적 심리 상태가 폭로된다.,정영,1
아저씨는 누군가를 무슨 일이 일어나는지 깨닫지도 못한 채 극단적인 입장에 처하도록 점진적 논리단계를 사용할 수 있다.,아저씨,1
"""데드위시 2,""""빗속의 방문객,""""브레이크아웃""등에서 찰스 브론슨과 공연한 질 아일랜드는 응급화학요법으로 치료받고 사망 2주전 아들인 폴 맥컬럼의 결혼식에 참석키 위해 수혈을 받는등 마지막까지 최선을 다해 투병했다.",아들,1
그는 이탈리아 피아첸차 시의 한 병원에 입원한 아내 카를라(74)를 위해 창문을 사이에 두고 아내가 즐겨듣던 곡을 아코디언으로 연주했다.,그,1
최고 통치자로서 정조의 정치적 삶 가운데 가장 심대하고도 지속적인 영향을 미친 것은 바로 생부인 사도 세자가 뒤주에 갇혀 사망한 사건인 임오화변이었다.,세자,1
> 넣었어요 넣었어요 오빠?,오빠,1
그는 자신의 부인이자 정치적 동반자였으며 자신의 혁명을 완성하는 데 중요한 역할을 했던 크룹스카야에게 이견을 표했다.,자신,1
이것은 형이 주문한 300부 중 하나입니다.,형,1
>이거 지금 미나리 이거 아삭하지 않으면 형이 봤을 때 미나리가 아삭아삭하니까 원래 우리 부침개 먹을 때 겉에 사이드가 바삭바삭한 맛이 있잖아요.,형,1
"만약 아저씨가 이 이메일에 답장하지 않는다면, 나는 아저씨가 나에게서 편지를 받지 못한 것으로 간주할 것입니다.",아저씨,1
"그는 ""다른 모든 부모들에게 아이들과 많이 소통하고 생각을 넓힐 수 있도록 도우라고 조언하고 싶다""며 ""아들에게는 포기하지 말라는 조언을 항상 한다""고 밝혔다.",아들,1
"그런데 5·16쿠데타 이후 박정희가 제3공화국을 선포하고 대통령이 된 후 그의 사위와 아들, 조카들이 지역의 지배 집단으로 다시 등장한다.",아들,1
우리는 아저씨께서 다시 이틀 동안 다시 화장실 없이 지내는 것을 원하지 않습니다.,아저씨,1
참여자 B는 긴장을 많이 하는 편인데 저조한 컨디션에서는 무용수행 시 긍정적인 평가를 받기도 하였다.,참여자,1
신뢰 구간은 아저씨에게 훨씬 더 많은 정보를 알려준다.,아저씨,1
수익자 부담원칙은 이용자들에게 초과 서비스 이용에 대한 남성 일부 부담 방식으로 인하여 서비스 격차 및 이용자 남성과 가족의 경제적 부담을 발생시켰다.,이용자,1
그것이 아저씨에게 가능할 것이라고 확신합니까?,아저씨,1
"그들은 지금 아저씨와 같은 고민을 하고 있었고, 그들과 대화하고 직접 알아보세요.",아저씨,1
>내가 재석이 형을요?,형,1
나는 아저씨가 그것을 좋아하고 혜택을 받기를 바랍니다.,아저씨,1
아저씨는 어떤 해산물을 사려고 합니까?,아저씨,1
최근 엘비스 프레슬리의 딸 리자 프레슬리와의 결혼 사실을 발표한 마이클 잭슨은 곧 프레슬리가 임신했음을 발표하게 될 것 같다고 잭슨의 매니저 랜디 타라보렐리가 전망.,마이클 잭슨,1
>아버님의 꿈을 위해서.,아버님,1
아래의 내용은 다음 신제품 아이디어 회의에서 형이 발표할 내용을 요약한 내용입니다.,형,1
>오빠가 여기에 맞춰서 들어가는 거예요?,오빠,1
AAA 1은 명성황후의 사촌 오빠인 AAA 2의 아들로 AAA 3에게서 글씨를 배운 부친과 숙부 AAA 4의 가학을 이어 15세 무렵 서화가로 이름을 알리기 시작하였다.,부친,1
그 정도는 오빠가 당연히 해 드려야지요.,오빠,1
알려주신 사이트에서 오빠의 정보를 입력하면 모든 운전자 보험의 보험료가 비교가 가능한가요?,오빠,1
"극본 속에서 ""경축황제팔순만수""라는 찬양구가 등장하는데, 청나라 때 팔순을 넘긴 황제는 오직 건륭제밖에 없기 때문에, ""강희 팔년""이라고 써넣은 주는 명백한 후인의 위작이다.",황제,1
그런 지증왕이 정벌의 대상을 울릉도가 아닌 우산국으로 칭했다는 것은 정벌의 대상을 섬이 아닌 나라로 보았다는 것이다.,지증왕,1
"공산당과 연관돼 있다는 이유로 정부로부터 달갑지 않은 관심을 받고 있던 남편은 1950년 스위스의 한 학회에 참석했다가 돌아오지 않았고, AAA도 아이들을 데리고 유럽으로 이주, 동독에 정착했다.",남편,1
> 나 지금 또 헷갈리는게 형.,형,1
"주민 수천 명이 고립됐고, 한국인으로 보이는 40대 남성 1명이 숨졌다.",남성,1
비록 그녀의 아버지는 AAA가 음악 교육을 받기 위해 라이프치히Leipzig 로 떠나는 것을 반대했다.,아버지,1
"자신을 스타덤에 올려놓았던 작품이었던만큼 율브리너가 ""왕과 나""에 대한 애착은 상당해 그간 무대에서 시암왕역을 기록적으로 4천6백25회나 해왔으며 결국 그의 생애 마지막 전국순회공연때인 지난 6월 29일 브로드웨이에서 마지막 시암왕역을 열연했다.",왕,1
"폴 카가메 르완다 대통령은 부인, 다른 고위인사들과 함께 수도 키갈리 대학살 기념관에서 헌화하고 점화했다.",폴 카가메,1
그리고 나는 아저씨가 환불을 시작하길 바란다.,아저씨,1
펑 여사의 회의 참석과 연설은 남편의 그늘에서 벗어나 세계 여성 지도자로서 독자적인 행보를 보인 것이란 분석을 낳고 있다.,남편,1
아저씨가 추출 공정에서 어떤 염을 선택하느냐가 중요하다.,아저씨,1
>뭐 하시는 거 봐서 형이.,형,1
>10년 동안 제가 그렇게 정장 하나 사자 사자 해도 한 번을 안 사서 제가 오늘 재근 오빠한테 또 SOS를.,오빠,1
아저씨에 대해 정말 아무것도 아니에요.,아저씨,1
우리의 컨설팅은 아저씨의 회사가 성공적인 회의를 수행하는 데 반드시 도움이 될 것입니다.,아저씨,1
평일 저녁 시간에는 형이 연락을 확인할 수 있습니다.,형,1
"비불루스는 클로디우스의 형제 아피우스의 소환을 받고 참석한 콘티오에 나가서는, 클로디우스는 점술을 어기고 신분 변동을 이루었으므로 호민관이 아니라고 답하였다.",형제,1
이 내용이 아저씨의 재산 평가에 도움이 되기를 바랍니다.,아저씨,1
">형, 형 두 살 차이밖에 안 나.",형,1
"외손자가 감기에 걸려 아파하는 모습에 혹시나 바람을 쏘이게 해서 아픈 것인지 걱정하면서도, 사위가 궐에 들어오면 아이들을 만나게 해 줄 것이라며 딸의 걱정을 덜어주려고 한다.",외손자,1
"고등학교에서 아저씨는 국제단위계에 대해 알게 되었고, 미국에서 일반적으로 사용하는 영국 단위계와 비교했을지도 모른다.",아저씨,1
"소년에 대하여 무한한 가능성을 열어두고, 비행에 쉽게 노출되고 물들 수 있이지만 그만큼 회복과 교정도 빠르다는 것이다.",소년,1
이제 결혼을 행복하게 하고 정말 좋은 분을 만나서 이런 안정적인 가정을 꾸리는 게 우리 모두의 너무 큰 바람이었는데 그걸 이루어줘서 고맙고 너무 축하하고 그냥 나는 오빠 생각하면 항상 너무 한결같은 사람인 거 있지.,오빠,1
주관적 정치 지식은 AAA의 연구에서 사용된 ‘아저씨의 한국 정치에 대한 지식은 어느 정도라고 생각하십니까?’의 단일 문항으로 측정하였다.,아저씨,1
오빠가 도와드릴게요.,오빠,1
만약에 눈을 감은 상태에서 맞으면 형이 어디로 날아오는지를 모르잖아요.,형,1
남성의 적법 절차에 따른 권리를 침해당했다고 항변하였다.,남성,1
왕자들은 전쟁터로 떠나며 각각 자기 왕자비에게 거울과 스카프를 목에 걸어준다.,자기,1
"당시 그의 남자친구이자 이후 비틀스의 '리볼버' 앨범 디자인을 맡은 클라우스 부어만은 자신의 신체적 콤플렉스인 큰 귀를 가리기 위해 머리를 기르고 다녔는데, 이후 이 비틀스 멤버들도 머리를 비슷하게 꾸몄다.",남자친구,1
이것을 좋은 스트레스라고 표현하기도 했는데 자극을 받아 남성도 열심히 했다고 하였다.,남성,1
착한 사람은 호랑이도 감동하여 신비한 도구를 주어서 부자집 사위가 되게 한다.,사람,1
"만약 아저씨의 분야가 자료분석에 관계된 것이라면, 아저씨는 95% 신뢰나 유의값과 같은 문구를 찾을 수 있을 것이다.",아저씨,1
"AAA 관장은 이어 ""컬렉션 예산은 정해놓지 않고 있다""며 앞으로 무제한적인 작품 구매 의사를 내비친 뒤 ""남편이 돈을 많이 벌수록 컬렉션도 늘어나게 될 것""이라고 말했다.",남편,1
그럼 아재 공격으로 받아칠게.,아재,1
사자의 경우에는 남성이 스스로 의사를 결정하는 점에서 대리와 차이가 있다.,남성,1
다이애나는 캐서린 워커가 디자인한 이 분홍색 태피터 드레스를 멜버른시 2백주년 무도회에서 처음 입었으며 다이애나비는 이때 찰스 왕세자와 2년만에 처음으로 공공장소에서 함께 춤을 춰 화제가 됐었다.,왕세자,1
일단 형이 한국에서 아파트를 구입하는 것이 가능할까요?,형,1
"즉, 아저씨가 공정을 설계할 때 공정의 크기를 결정한다.",아저씨,1
동유럽 작은 나라 크로코지아의 한 남자 AAA는 뉴욕 입성의 부푼 마음을 안고 JFK 공항에 도착한다.,AAA,1
확인 결과 아저씨의 패키지가 여전히 당사 창고 및 아저씨의 국가에 있음을 보여줍니다.,아저씨,1
>형은 진짜 힘이 센 거구나.,형,1
겐지 이야기에서는 기리쓰보 천황의 둘째 아들인 어린 황자를 마치 신하인 우대변의 아들인 것처럼 꾸며서 관상가에게 보인다.,기리쓰보,1
히브리 대학의 이즈하 허쉬펠드 교수는 7일 갈릴리 호수 인근 발굴현장에서 작년 10월 수 천점의 청동유물과 함께 `예수동전'을 발굴했다고 밝혔다.,예수,1
>형이 유일하게 이 와인만 좋아해요.,형,1
AAA 1은 경상남도 의령군에서 아버지 AAA 2와 어머니 안동 권씨의 4남매 중 막내로 태어났다.,아버지,1
이 초상화는 파치올리의 후원자인 우르비노 공작의 아들 구이도발도로 알려진 젊은이에게 기하를 가르치고 있는 모습을 그린 것이다.,공작,1
만약 결함이 우리 것으로 판명되면 우리는 아저씨의 제품에 대해 전액 환불을 할 것입니다.,아저씨,1
"일단 아저씨가 낯선 숫자 체계를 통과하면, 실수들은 너무나 익숙해진다.",아저씨,1
AAA 1은 명성황후의 사촌 오빠인 AAA 2의 아들로 AAA 3에게서 글씨를 배운 부친과 숙부 AAA 4의 가학을 이어 15세 무렵 서화가로 이름을 알리기 시작하였다.,AAA 1,1
형의 일이니 걱정하지 마세요.,형,1
미국 플로리다에 사는 한 여성은 최근 남성 스트립쇼를 구경하던중 스트립쇼를 벌이던 한 남자 댄서가 무대에서 떨어지며 자신을 덮쳐 갈비뼈 3대가 부러지는 중상을 입자 이 공연장을 상대로 손해배상을 청구했다.,남자,1
"맞습니다, 하지만 아저씨께는 예외로 해 드리겠습니다.",아저씨,1
형의 휴대폰 번호가 급하게 바뀌게 되어 제가 대신 양해의 말씀을 드립니다.,제,1
"지방기능경기대회라고 있고 지방에서 예선을 치르고 거기서 금은동을 타면 이제 전국대회로 가서 거기서 1, 1, 3등을 뽑으면 거기서 1등을 하면 올림픽에 나가는 그런 대회가 있어서 형이 그 대회를 고등학교 1학년, 고등학교 3학년 때부터 계속 연습을 해서 출전을 했습니다.",형,1
아저씨는 퇴근 후에 우리를 위해 쇼핑할 수 있습니다.,아저씨,1
아저씨는 달리는 버스에 성공적으로 잠입해 아무도 모르게 모든 승객의 체중을 잰다.,아저씨,1
색상이 픽스되지 않아서 오빠가 한국으로 가기 전까지는 샘플이 완성되기 어려울 것 같습니다.,오빠,1
"좋아요, 그럼 오빠가 노트북을 가져올게요.",오빠,1
첫째 왕자와 둘째 왕자를 비롯한 많은 사람들이 겉모습을 볼 때 그 이면을 꿰뚫어 보는 한 사람이 있었으니 셋째 왕자가 바로 그다.,왕자,1
"만약 어떤 도움이라도 필요하시다면, 형에게 연락해 주세요.",형,1
"더 충격적인 것은 이 남자아이는 자신의 아버지로 추정되는 한 남자 어른과 같이 있었는데, 어른은 그 남자아이가 나에게 하는 행동을 말리지도 않고 그저 바라만 보고 있었다는 것이다.",남자,1
저희 리조트를 애용하시는 아저씨께 감사드리며 조만간 다시 뵙기를 기대하겠습니다.,아저씨,1
"아버지처럼 되는 것이 두려워서, 그는 책/지식/학교의 세계로부터 숨고 싶다.",아버지,1
다이애나는 캐서린 워커가 디자인한 이 분홍색 태피터 드레스를 멜버른시 2백주년 무도회에서 처음 입었으며 다이애나비는 이때 찰스 왕세자와 2년만에 처음으로 공공장소에서 함께 춤을 춰 화제가 됐었다.,찰스 왕세자,1
"b는 넬슨의 높이이고, a는 아저씨의 시선 위에서 그의 발까지의 거리이다.",아저씨,1
오빠가 지난주에 보내드린 계약서는 검토를 마친 정식 문서입니다.,오빠,1
집사람하고 제가 잠자는 온도가 틀려서 지금 전기장판 켜려면 한참 옥신가신 하다가 중간에서 협의점을 찾곤 했거든요.,제,1
"글쎄, 나는 아저씨가 여기서 내 걱정을 이해하기를 바랍니다.",아저씨,1
사람들은 오빠가 장애를 극복하고 휠체어 무용수가 되었다고 말한다.,오빠,1
아저씨는 당사의 귀중한 인력임을 다시 한번 상기시켜드립니다.,아저씨,1
아저씨의 이메일 주소로 청구서를 보내드리겠습니다.,아저씨,1
연구 프로젝트의 마지막 날인 대학원 수업 종강일에 A 교사는 한 장의 시험지를 만들어서 J 군에 대한 본인의 해석을 가져왔다.,J,1
"그는 ""들것에 고정된 채 비행기 계단을 통해 옮겨진 웜비어를 아버지가 허리를 숙여 끌어안았지만, 의식을 차리지 못했다""며 ""웜비어는 눈을 뜨고 있었지만 아무것도 볼 수 없었고, 귀도 들리지 않았다""고 전했다.",아버지,1
"복잡한 수학 방정식 집합과 씨름할 때, 아저씨가 모든 제멋대로인 용어가 깔끔하게 취소되고 대답이 의미 있는 숫자라는 것을 보여줄 수 있다면, 결과는 순수하고, 알 수 없는 기쁨이다.",아저씨,1
"보도에 따르면 미국의 골동품 수집가 포레스트 펜은 이날 개인 홈페이지에 한 남성이 10여년 전 자신이 묻어둔 보물상자를 찾아냈으며, 이에 따라 ""탐험은 끝났다""고 밝혔다.",남성,1
"그가 '교육학의 아버지'라고 명명되는 이상, 그 특별한 이유는 '교육의 실천'과의 관련 속에서 탐색해야만 할 것이다.",그,1
아들 낳으시고 허리 아파서 고생하셨잖아요.,아들,1
"그는 버려진 디오니소스를 키운 신화 속 인물의 후신답게, 디오니소스를 임신한 채 갈 곳 몰라 떠도는 여인을 아내로 맞이한 남자이다.",그,1
"AAA은 ""BBB가 남편의 주치의에게 '약물이 자살 행동 위험을 증가시킬 수 있다'는 사실을 충분히 경고하지 못해 남편이 죽음에 이르렀다""고 주장했다.",남편,1
마테오 리치는 그림에서 보듯이 자신의 서양식 옷이 아니라 중국식 옷을 입었으며 중국의 사대부 더 나아가 왕과 소통을 하여야 한다고 생각하였다.,왕,1
그는 그 전화 통화에서 우연히 알게 된 여류 조각가 실비에(남미정 분)의 모델 노릇을 하며 아내 몰래 그녀와의 만남을 이어가게 된다.,그,1
늦게 들어온 아버지는 자신의 신세가 서글퍼질 때면 술을 마셨다.,자신,1
카와구치는 곧바로 자신의 아내가 될 미츠코를 하와이 피스톨에게 소개하며 그녀에 대한 애정을 과시한다.,카와구치,1
박물관 기록보관소에서 발견된 코페라 전 관장의 서한은 35세 가량의 빈 출신 여성인 바흐테르 총독 부인에 의해 박물관이 회복불능의 엄청난 손실을 입었으며 그가 가져간 미술품 중에는 브뤼헐의 작품이 포함됐다고 언급하고 있다.,바흐테르,1
">이게 오빠의 개인적으로 느낌으로 약간 감자전 느낌 나요, 약간 쫄깃해서.",오빠,1
미남으로 유명한 AAA 1 신임 총리는 정계에서의 별명도 잘생긴 AAA 2다.,AAA 2,1
"오빠의 주문은 핸드메이드입니다, 오빠의 고객은 신선한 제품을 원하기 때문에 시간이 걸릴 거라는 것을 알고 있습니다.",오빠,1
보도에 따르면 지난달 30일 오후 5시 40분께 샌버너디노 카운티 팜데일로드 빅터빌 갤러리아 쇼핑몰에 있는 남성의류 매장 '익스트림 맨스웨어'에 20대 남성이 침입해 한인 여성 업주 홍종숙씨를 흉기로 찔러 숨지게 했다.,남성,1
"남성 스스로가 모범적인 행동을 함으로써, 즉 AAA의 셀프 리더십을 구성원들에게 보여줌으로써 구성원들로 하여금 따라오도록 학습시키는, 소위 혁신적 슈퍼 리더십을 발휘하여 조직을 성공적으로 이끌어 왔다.",남성,1
"AAA는 30대 초반의 남교사로 승진에 대한 뜻이 있어 교사 대상 연구대회에 참가하거나, 체육 전담교사로서 학생들을 지도하여 각종 체육대회에 출전하여 성과를 거두는 등 다양한 분야에서 실적을 쌓고 있었다.",체육 전담교사,1
우리는 아저씨에게 간단한 제안을 보냈습니다.,아저씨,1
"아니, 승기 형이 아니나 다를까 옆에서 너무 힘들어하고 계시는 거예요.",형,1
형의 이름은 AAA며 저의 회사인 BBB에 대해 조금이나마 말씀드려 보고자 합니다.,AAA,1
그러므로 오늘 아저씨를 수납인으로 둔 2만 달러짜리 취소 불능 신용장을 개설했습니다.,아저씨,1
아저씨가 눈을 감고 평평한 초원에 앉아 있다고 해보자.,아저씨,1
상론했듯이 슈만은 아버지의 정치관을 계승하고 김나지움 시절에도 급우와 열렬히 정치 토론을 벌인 학생이었다.,아버지,1
"프랑스, 중국 등 해외 순회연주에 자주 참여하고 있으며 조지 부시 미국 대통령 및 교황의 호주 방문 때에도 환영 공연을 한 바 있다.",교황,1
저는 그녀가 아저씨를 실망 시키지 않을 것이라는 것을 알고 있었습니다.,아저씨,1
한 명의 남자가 흠씬 맞았다고 해도 그것은 그 나라 전체 인구의 주먹을 맞았다고 할 수는 없다.,남자,1
">사실 형이 진짜로 지금 한숨을 못 잤어요, 오늘.",형,1
"형의 연락을 확인하셨다면, 저의 청국장 문제를 해결해 주세요.",형,1
알겠습니다. 형의 아들한테 청구서를 처리하라고 할게요.,형,1
아저씨가 그 사람들을 짝지어 보았더니 9와 10을 두 번씩 사용해야 했다면 아저씨는 경쟁자가 10명이 넘는 것을 알 수 있다.,아저씨,1
아저씨께서 저희 회사를 믿고 제품을 주문하셨다는 것을 잘 알고 있습니다.,아저씨,1
그러나 저희는 아직 아저씨로부터 입금을 받지 못했습니다.,아저씨,1
"그리고 합격, 진학, 졸업 후 오빠와 함께 독일로 이주하였다.",오빠,1
아저씨는 길을 잃지 않으려고 큰 도로의 경로가 제일 단순한 길을 택한다.,아저씨,1
"형의 이름은 AAA이며, 저희 회사 BBB1를 귀사께 소개해드릴까 합니다.",형,1
아저씨는 양자 시스템을 측정하는 바로 그 행위가 측정하고자 하는 특성을 어떻게든 파괴한다는 사실을 인정해야 한다.,아저씨,1
"네, 오빠가 연락해서 제품 수거하고 환불이나 교환해 드리라고 말씀드릴게요.",오빠,1
첫 번째 수기의 (a)에서 AAA는 자신이 북한 현실을 폭로하는 시를 쓰기 시작한 것은 1999년 평양시 동대원 구역 시장에서 어떤 아버지가 자신의 딸을 백 원에 팔고 있는 장면을 목격한 후부터라고 말했다.,아버지,1
"7월 6일 ""BBB""에 실렸던 극장 관련 기사가 두 가지 이유에서 아저씨에게 흥미로울 것 같다.",아저씨,1
>너무 부럽더라고 남편이 가서 안아주는데.,남편,1
이 부분은 딸 예누파의 행복을 위해 다른 남자와의 사이에서 낳은 아기를 강물에 버리기 전 계모의 혼란스럽고 슬픈 마음을 표현한다.,남자,1
관리자 남성이 알고 있는 개인 키로 변경해서 기존 멤버들에게 보내야 한다.,남성,1
형이 주문한 제품은 운송시 파기되기 쉬운 유리제품 이었습니다.,형,1
"저는 그가 필요한 모든 정보를 받았고, 아저씨가 묻는 어떤 질문에도 대답할 준비가 되어 있다고 확신합니다.",아저씨,1
그런 아버지의 모습에 대길도 마음을 다잡으며 다시는 돌아오지 않겠다는 말을 전하며 퇴장하고 허씨는 홀로 오열한다.,아버지,1
아저씨는 양자 컴퓨터를 사용해서 난해성에 의존하는 모든 암복호화 알고리즘을 풀 수 있다.,아저씨,1
오빠가 차가 없어서 여기서 회사까지 걸어 다니거든요.,오빠,1
저는 이번에 제 아내와 동행합니다.,저,1
"아버지 취업 여부와 상관없이 전화나 문자메시지를 가장 선호하지만, 취업부에 비해 비취업부가 알림장이나 가정통신문에 대한 선호가 다소 높다.",비취업부,1
저희는 아저씨의 제안을 긍정적으로 검토하고 있습니다.,아저씨,1
오빠가 약간 불편한 그런 패턴이나 색깔이 들어가 있으면 되게 막 뭐가 이렇게 가려운 거 같기도 하고.,오빠,1
"아저씨가 오카다의 다음과 말을 보면, 창작 초기의 기간 동안 그의 관심이 점차 내추럴한 것에서부터 과잉되었다.",아저씨,1
이에 반발해 대학생들은 지난해 11~12월 전국적으로 수차례 대규모 과격 시위를 벌였고 이 과정에서 자선공연에 참석하기 위해 이동하던 찰스 왕세자 부부가 탄 차량에 테러를 가하기도 했다.,왕세자,1
